0	-0.0059629
0.0058594	-0.0056854
0.011719	-0.0057589
0.017578	-0.0058306
0.023438	-0.0056119
0.029297	-0.0057962
0.035156	-0.0055751
0.041016	-0.0054017
0.046875	-0.0055381
0.052734	-0.0053859
0.058594	-0.0055846
0.064453	-0.005693
0.070313	-0.0055759
0.076172	-0.0059792
0.082031	-0.005926
0.087891	-0.0059148
0.09375	-0.0059854
0.099609	-0.0052966
0.10547	-0.0045469
0.11133	-0.0038321
0.11719	-0.0033047
0.12305	-0.003445
0.12891	-0.0036445
0.13477	-0.0043017
0.14063	-0.0051026
0.14648	-0.004897
0.15234	-0.0051664
0.1582	-0.004439
0.16406	-0.0028063
0.16992	-0.00093784
0.17578	0.0019027
0.18164	0.0043169
0.1875	0.0052223
0.19336	0.0030377
0.19922	0.0012018
0.20508	0.0012828
0.21094	0.0021636
0.2168	0.0023161
0.22266	0.0020658
0.22852	0.0011634
0.23438	0.00054801
0.24023	0.0011262
0.24609	0.0017926
0.25195	0.0019759
0.25781	0.0012758
0.26367	-0.00064576
0.26953	-0.0043357
0.27539	-0.0053391
0.28125	-0.0041692
0.28711	-0.0015064
0.29297	-0.0011441
0.29883	-0.0023701
0.30469	-0.0045997
0.31055	-0.0071983
0.31641	-0.0077666
0.32227	-0.0081234
0.32813	-0.0081776
0.33398	-0.0079943
0.33984	-0.0080069
0.3457	-0.0079021
0.35156	-0.0046162
0.35742	0.002592
0.36328	0.013663
0.36914	0.021918
0.375	0.029771
0.38086	0.037253
0.38672	0.043357
0.39258	0.048276
0.39844	0.045823
0.4043	0.040332
0.41016	0.041267
0.41602	0.031389
0.42188	0.021696
0.42773	0.014016
0.43359	0.0098012
0.43945	0.0082102
0.44531	0.0057953
0.45117	0.001278
0.45703	-0.0065734
0.46289	-0.014028
0.46875	-0.020679
0.47461	-0.025594
0.48047	-0.02796
0.48633	-0.027087
0.49219	-0.02836
0.49805	-0.029174
0.50391	-0.027083
0.50977	-0.01354
0.51563	0.0060035
0.52148	0.021221
0.52734	0.027019
0.5332	0.02487
0.53906	0.01663
0.54492	0.0058818
0.55078	-0.006998
0.55664	-0.027096
0.5625	-0.04166
0.56836	-0.055151
0.57422	-0.067107
0.58008	-0.070968
0.58594	-0.062737
0.5918	-0.043595
0.59766	-0.019453
0.60352	-0.0060723
0.60938	-0.00098832
0.61523	0.0046685
0.62109	0.012002
0.62695	0.020605
0.63281	0.029572
0.63867	0.035626
0.64453	0.03815
0.65039	0.036606
0.65625	0.038243
0.66211	0.033419
0.66797	0.024944
0.67383	0.016924
0.67969	-0.0046693
0.68555	-0.031935
0.69141	-0.060241
0.69727	-0.08487
0.70313	-0.091881
0.70898	-0.096148
0.71484	-0.09987
0.7207	-0.10492
0.72656	-0.11483
0.73242	-0.11332
0.73828	-0.10512
0.74414	-0.093615
0.75	-0.085602
0.75586	-0.079253
0.76172	-0.069011
0.76758	-0.051746
0.77344	-0.02343
0.7793	0.0085749
0.78516	0.035973
0.79102	0.056304
0.79688	0.070809
0.80273	0.093399
0.80859	0.11821
0.81445	0.13762
0.82031	0.13174
0.82617	0.11113
0.83203	0.081866
0.83789	0.045367
0.84375	0.0022978
0.84961	-0.033219
0.85547	-0.051574
0.86133	-0.052657
0.86719	-0.038015
0.87305	-0.013065
0.87891	0.013876
0.88477	0.043263
0.89063	0.076546
0.89648	0.099927
0.90234	0.10769
0.9082	0.10312
0.91406	0.090221
0.91992	0.076904
0.92578	0.066287
0.93164	0.05801
0.9375	0.051315
0.94336	0.036476
0.94922	0.017584
0.95508	-0.0058164
0.96094	-0.033903
0.9668	-0.065012
0.97266	-0.08939
0.97852	-0.10787
0.98438	-0.11989
0.99023	-0.11887
0.99609	-0.098667
1.002	-0.076316
1.0078	-0.05828
1.0137	-0.04503
1.0195	-0.020822
1.0254	0.0074873
1.0313	0.035775
1.0371	0.055976
1.043	0.061418
1.0488	0.054932
1.0547	0.039356
1.0605	0.020667
1.0664	0.0079848
1.0723	-0.0029403
1.0781	-0.011687
1.084	-0.016089
1.0898	-0.0049644
1.0957	0.013783
1.1016	0.03511
1.1074	0.05225
1.1133	0.055772
1.1191	0.056989
1.125	0.054389
1.1309	0.045551
1.1367	0.026099
1.1426	0.006767
1.1484	-0.011313
1.1543	-0.02691
1.1602	-0.029909
1.166	-0.030426
1.1719	-0.028137
1.1777	-0.022872
1.1836	-0.015694
1.1895	-0.015662
1.1953	-0.019906
1.2012	-0.025951
1.207	-0.025816
1.2129	-0.0084076
1.2188	0.0080163
1.2246	0.012276
1.2305	-0.015546
1.2363	-0.046698
1.2422	-0.068216
1.248	-0.077881
1.2539	-0.083915
1.2598	-0.097284
1.2656	-0.11394
1.2715	-0.1314
1.2773	-0.14496
1.2832	-0.12947
1.2891	-0.088424
1.2949	-0.029902
1.3008	0.029018
1.3066	0.080648
1.3125	0.12989
1.3184	0.17483
1.3242	0.21099
1.3301	0.2192
1.3359	0.21412
1.3418	0.1989
1.3477	0.17646
1.3535	0.15588
1.3594	0.13591
1.3652	0.11961
1.3711	0.11028
1.377	0.12036
1.3828	0.13866
1.3887	0.15598
1.3945	0.1641
1.4004	0.15022
1.4063	0.1144
1.4121	0.064745
1.418	0.0075425
1.4238	-0.043436
1.4297	-0.071336
1.4355	-0.08523
1.4414	-0.093231
1.4473	-0.12228
1.4531	-0.15891
1.459	-0.19545
1.4648	-0.23004
1.4707	-0.26711
1.4766	-0.31209
1.4824	-0.35282
1.4883	-0.38138
1.4941	-0.38133
1.5	-0.34235
1.5059	-0.27262
1.5117	-0.17839
1.5176	-0.071409
1.5234	0.0076654
1.5293	0.060413
1.5352	0.086816
1.541	0.085834
1.5469	0.062279
1.5527	0.037302
1.5586	0.013403
1.5645	-0.00838
1.5703	-0.016025
1.5762	-0.01106
1.582	0.0020114
1.5879	0.017882
1.5938	0.036254
1.5996	0.048191
1.6055	0.050351
1.6113	0.0402
1.6172	0.029601
1.623	0.0079776
1.6289	-0.022809
1.6348	-0.061569
1.6406	-0.10986
1.6465	-0.158
